0	0
0	0	0	1000	355	0	355	1000
69	394	69	489	325	394	325	489
91	517	91	668	315	517	315	666
145	524	145	656	262	524	261	657
0	608	0	751	15	608	15	751
0	834	0	881	88	834	88	881
214	884
94	562
156	512
302	582
