0	0
0	0	0	1000	368	0	368	1000
51	436	51	471	289	435	290	471
92	545	92	707	302	545	301	708
125	561	125	691	249	562	250	692
0	656	0	775	13	654	13	777
0	853	0	891	60	853	60	891
200	911
92	603
189	552
292	594
